Id,LotFrontage,LotArea,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,HeatingGasA,HeatingGasW,HeatingGrav,HeatingWall,CentralAirN,CentralAirY,GrLivArea,PoolArea,YrSold
1985,63,11096,1,0,0,0,0,7,6,2,0,14,1954,716,3,1,0,0,0,0,1,864,0,2007
1986,78,14559,1,0,0,0,0,8,5,2,0,6,1940,983,2,1,0,0,0,0,1,2157,0,2009
1987,67,9672,1,0,0,0,0,7,7,2,1,5,1997,616,3,1,0,0,0,0,1,630,0,2009
1988,37,12342,1,0,0,0,0,5,5,1,1,8,2006,1566,2,1,0,0,0,0,1,1469,0,2006
1989,88,10927,1,0,0,0,0,7,5,1,0,4,1953,836,3,1,0,0,0,0,1,1638,0,2007
1990,78,7200,0,0,1,0,0,5,5,2,0,5,2005,1410,3,1,0,0,0,0,1,1302,0,2008
1991,87,11782,0,0,0,0,1,7,5,2,0,7,1954,1040,3,1,0,0,0,0,1,864,0,2006
1992,44,7590,0,0,0,0,1,7,7,2,1,9,1890,742,3,1,0,0,0,0,1,2466,0,2007
1993,55,7560,1,0,0,0,0,5,7,2,0,4,2007,927,3,0,0,1,0,0,1,1102,0,2007
1994,,4500,1,0,0,0,0,6,8,1,1,5,2003,1763,2,1,0,0,0,0,1,1327,0,2009
1995,60,3000,1,0,0,0,0,5,5,1,0,8,2001,2042,3,1,0,0,0,0,1,729,0,2006
1996,,8546,0,0,1,0,0,5,5,1,0,7,2000,952,4,1,0,0,0,0,1,1268,0,2007
1997,101,10637,1,0,0,0,0,7,5,2,0,10,1880,616,4,1,0,0,0,0,1,1183,0,2007
1998,85,11787,1,0,0,0,0,7,5,1,0,6,1940,963,4,1,0,0,0,0,1,864,0,2006
1999,130,4274,0,0,0,0,1,5,6,1,0,7,1930,1436,2,1,0,0,0,0,1,923,0,2006
2000,80,4280,1,0,0,0,0,6,5,2,0,10,1996,970,2,1,0,0,0,1,0,1779,0,2008
2001,80,12474,1,0,0,0,0,4,4,2,1,7,1936,1392,3,1,0,0,0,0,1,875,0,2008
2002,,11600,1,0,0,0,0,3,5,1,0,6,2006,696,2,1,0,0,0,0,1,1355,0,2009
2003,66,11341,1,0,0,0,0,5,5,2,0,7,2003,1210,4,1,0,0,0,0,1,1634,0,2007
2004,,10728,1,0,0,0,0,5,5,2,1,8,1924,1436,4,1,0,0,0,0,1,2035,0,2006
2005,77,7207,1,0,0,0,0,5,2,1,0,6,1966,1392,3,1,0,0,0,0,1,2344,0,2007
2006,77,9350,1,0,0,0,0,6,5,1,0,7,2007,1704,2,1,0,0,0,0,1,1218,0,2006
2007,70,13400,0,0,0,0,1,6,6,3,0,4,2006,1058,2,1,0,0,0,0,1,1322,0,2007
2008,,10800,1,0,0,0,0,8,5,2,0,7,1964,1614,3,1,0,0,0,0,1,848,0,2007
2009,70,8640,1,0,0,0,0,5,5,1,0,8,1960,0,3,1,0,0,0,0,1,827,0,2006
2010,65,8640,1,0,0,0,0,5,5,2,1,7,2006,1080,3,1,0,0,0,0,1,1720,0,2006
2011,66,7500,1,0,0,0,0,4,5,1,2,8,1950,1848,2,1,0,0,0,0,1,2291,0,2007
2012,60,8820,1,0,0,0,0,5,6,2,0,5,2000,1026,3,1,0,0,0,0,1,1982,0,2007
2013,75,9018,1,0,0,0,0,8,5,2,0,5,1972,1136,3,1,0,0,0,0,1,1756,0,2010
2014,69,12692,1,0,0,0,0,7,5,1,1,4,2004,1461,3,1,0,0,0,0,1,1232,0,2008
2015,72,14803,1,0,0,0,0,7,6,1,0,8,1945,0,4,1,0,0,0,0,1,1200,0,2007
2016,50,8500,1,0,0,0,0,6,7,1,0,7,2003,1582,4,1,0,0,0,0,1,1319,0,2009
2017,95,9236,1,0,0,0,0,5,6,2,0,6,1958,1142,1,1,0,0,0,0,1,1710,0,2010
2018,69,7795,1,0,0,0,0,8,5,2,0,7,1934,1092,2,1,0,0,0,0,1,2183,0,2008
2019,70,14585,1,0,0,0,0,6,5,1,0,7,2004,948,3,1,0,0,0,0,1,1641,0,2008
2020,74,8480,0,0,0,0,1,7,7,2,1,5,1962,600,3,1,0,0,0,1,0,1904,0,2010
2021,60,13568,0,1,0,0,0,6,5,1,1,5,1974,930,3,1,0,0,0,0,1,1176,0,2009
2022,110,1936,1,0,0,0,0,8,5,2,1,6,2000,2078,3,1,0,0,0,1,0,1661,0,2007
2023,59,7200,1,0,0,0,0,8,5,1,0,5,2002,1249,3,1,0,0,0,1,0,854,0,2007
2024,109,13101,1,0,0,0,0,5,5,1,0,8,1960,630,4,1,0,0,0,1,0,1400,0,2010
2025,,8125,1,0,0,0,0,8,5,1,0,5,2000,1151,2,1,0,0,0,0,1,1647,0,2007
2026,70,7136,0,0,0,1,0,6,6,2,0,8,1996,1078,2,1,0,0,0,0,1,1904,0,2010
2027,60,8978,1,0,0,0,0,4,7,3,1,9,2009,1686,2,1,0,0,0,0,1,1095,0,2010
2028,60,11423,1,0,0,0,0,6,5,1,0,4,1963,0,2,1,0,0,0,0,1,1391,0,2010
2029,65,7642,1,0,0,0,0,6,6,1,0,7,2004,924,3,1,0,0,0,0,1,2142,0,2009
2030,140,1680,1,0,0,0,0,5,5,1,0,7,1968,861,3,1,0,0,0,0,1,1739,0,2010
2031,86,7259,1,0,0,0,0,5,6,1,1,8,1996,546,3,1,0,0,0,0,1,2126,0,2007
2032,174,9236,1,0,0,0,0,7,6,1,1,7,1920,1673,2,1,0,0,0,0,1,1709,0,2009
2033,84,7056,1,0,0,0,0,5,5,2,1,6,1923,1010,1,1,0,0,0,0,1,2945,0,2010
2034,60,6762,1,0,0,0,0,7,5,1,1,6,2005,796,3,1,0,0,0,0,1,1236,0,2010
2035,,8123,0,0,1,0,0,5,5,2,0,7,1916,672,4,1,0,0,0,0,1,1362,0,2009
2036,62,10005,1,0,0,0,0,6,7,2,0,6,1890,1057,3,1,0,0,0,0,1,1350,0,2007
2037,50,10530,0,0,1,0,0,7,6,1,0,11,1977,660,2,1,0,0,0,0,1,3222,0,2008
2038,,8712,1,0,0,0,0,5,7,2,1,5,1977,1362,3,1,0,0,0,0,1,2295,0,2008
2039,,13360,1,0,0,0,0,5,5,1,0,5,1980,755,3,1,0,0,0,0,1,1620,0,2006
2040,109,10791,1,0,0,0,0,6,5,2,0,8,2004,768,1,1,0,0,0,0,1,1095,0,2009
2041,86,8712,0,0,0,0,1,8,5,1,1,6,2007,770,3,1,0,0,0,0,1,1008,0,2006
2042,,11248,1,0,0,0,0,7,6,2,0,7,1977,1210,3,1,0,0,0,0,1,1442,0,2008
2043,65,12090,1,0,0,0,0,5,5,2,1,3,1914,1276,1,1,0,0,0,0,1,1839,0,2007
2044,,10628,1,0,0,0,0,5,5,1,1,6,1972,1768,3,1,0,0,0,0,1,3228,0,2008
2045,90,9571,1,0,0,0,0,6,3,2,0,8,1908,880,3,1,0,0,0,0,1,2094,0,2009
2046,55,13360,0,0,0,0,1,5,5,1,0,5,1920,1425,3,0,0,1,0,0,1,2353,0,2006
2047,82,8750,1,0,0,0,0,5,5,2,0,5,1998,1304,4,1,0,0,0,0,1,1068,0,2007
2048,67,1869,1,0,0,0,0,5,5,1,0,5,1950,864,2,1,0,0,0,1,0,1661,0,2009
2049,74,10140,1,0,0,0,0,5,5,2,0,6,2005,1032,1,1,0,0,0,0,1,1080,0,2008
2050,72,7931,0,0,0,0,1,5,7,2,0,5,1920,970,2,1,0,0,0,0,1,1919,0,2006
2051,83,21384,1,0,0,0,0,4,5,1,0,6,1971,936,2,1,0,0,0,0,1,1456,0,2007
2052,129,6120,1,0,0,0,0,10,7,2,1,4,2006,547,2,1,0,0,0,0,1,1150,0,2008
2053,92,6120,1,0,0,0,0,7,7,1,0,7,1952,941,2,1,0,0,0,0,1,2060,0,2008
2054,79,6120,1,0,0,0,0,7,6,2,1,4,1957,1276,2,1,0,0,0,0,1,864,0,2007
2055,,19296,1,0,0,0,0,6,5,2,1,6,2004,540,2,1,0,0,0,0,1,1756,0,2007
2056,,8366,0,0,1,0,0,6,5,2,1,7,2009,1184,3,1,0,0,0,0,1,1208,0,2008
2057,77,9248,0,0,0,0,1,6,8,1,1,5,1962,1281,2,1,0,0,0,1,0,1230,0,2008
2058,50,13159,1,0,0,0,0,5,7,1,0,6,2005,1099,3,1,0,0,0,0,1,2028,0,2007
2059,36,8750,1,0,0,0,0,7,5,1,0,5,1915,384,2,1,0,0,0,0,1,858,0,2008
2060,60,13560,1,0,0,0,0,8,5,1,1,7,2003,1424,2,1,0,0,0,0,1,1097,0,2008
2061,60,10552,1,0,0,0,0,7,7,1,1,7,1931,3094,2,1,0,0,0,1,0,2353,0,2009
2062,72,4224,1,0,0,0,0,5,6,1,0,5,1976,1262,4,1,0,0,0,1,0,1208,0,2007
2063,72,10264,1,0,0,0,0,5,5,2,0,7,1937,1364,3,1,0,0,0,1,0,1102,0,2009
2064,80,9056,0,1,0,0,0,6,5,1,0,8,1996,944,3,1,0,0,0,0,1,990,0,2008
2065,70,12702,1,0,0,0,0,8,8,2,0,6,2006,912,3,1,0,0,0,0,1,1269,0,2010
2066,,7819,1,0,0,0,0,5,5,1,0,6,1997,2216,3,1,0,0,0,0,1,854,0,2006
2067,70,10800,1,0,0,0,0,7,5,2,0,6,1954,1498,3,1,0,0,0,0,1,882,0,2006
2068,122,9873,1,0,0,0,0,5,6,1,0,6,2007,1073,4,1,0,0,0,0,1,1818,0,2010
2069,85,9450,1,0,0,0,0,5,7,1,1,5,2001,1324,3,1,0,0,0,0,1,1928,0,2007
2070,60,8546,1,0,0,0,0,5,9,1,0,5,2007,1372,3,1,0,0,0,0,1,1663,0,2006
2071,109,9100,1,0,0,0,0,4,5,2,1,7,2004,1008,3,1,0,0,0,0,1,2418,0,2007
2072,59,8248,1,0,0,0,0,6,6,2,1,6,1987,816,3,1,0,0,0,0,1,1478,0,2010
2073,120,8880,1,0,0,0,0,5,8,2,1,7,1976,1722,3,1,0,0,0,0,1,1936,0,2009
2074,44,6120,1,0,0,0,0,6,5,1,0,6,1997,0,3,1,0,0,0,0,1,1826,0,2009
2075,60,9187,1,0,0,0,0,4,5,2,0,8,1976,876,4,1,0,0,0,0,1,1056,0,2008
2076,59,8892,1,0,0,0,0,5,5,2,0,7,2002,1258,3,1,0,0,0,0,1,2473,0,2006
2077,24,10421,1,0,0,0,0,9,5,1,1,6,1966,2444,3,1,0,0,0,0,1,1392,0,2009
2078,41,21000,1,0,0,0,0,5,5,2,0,8,1963,795,3,1,0,0,0,1,0,1208,0,2010
2079,51,12677,0,0,0,1,0,5,5,1,1,6,1941,1204,2,1,0,0,0,0,1,912,0,2008
2080,79,7200,1,0,0,0,0,5,5,2,0,7,1925,1253,2,1,0,0,0,0,1,858,0,2007
2081,60,9170,1,0,0,0,0,7,5,1,0,7,1929,1800,3,1,0,0,0,0,1,904,0,2006
2082,81,9548,1,0,0,0,0,9,4,1,0,8,2006,750,3,1,0,0,0,0,1,1574,0,2008
2083,64,11787,1,0,0,0,0,6,5,2,0,7,1959,576,3,1,0,0,0,0,1,1962,0,2009
2084,78,5000,1,0,0,0,0,6,5,1,1,4,2007,1360,3,1,0,0,0,1,0,1616,0,2006
2085,66,6792,1,0,0,0,0,7,5,2,0,8,1971,1136,2,1,0,0,0,1,0,1959,0,2007
2086,64,4500,0,0,1,0,0,5,7,1,0,5,1960,864,3,1,0,0,0,0,1,1826,0,2008
2087,85,20431,1,0,0,0,0,7,5,2,0,4,1963,528,2,1,0,0,0,0,1,2417,0,2006
2088,60,6600,1,0,0,0,0,7,5,1,0,6,1920,793,3,1,0,0,0,1,0,3112,0,2008
2089,50,2665,0,0,0,0,1,6,7,1,1,7,2006,3206,3,1,0,0,0,0,1,1347,0,2010
2090,50,7758,1,0,0,0,0,8,5,1,0,6,1977,1302,3,1,0,0,0,1,0,1494,0,2010
2091,75,7800,1,0,0,0,0,6,6,1,0,4,1934,1649,3,1,0,0,0,0,1,1092,0,2006
2092,52,4280,1,0,0,0,0,6,8,2,0,7,1882,866,1,1,0,0,0,1,0,520,0,2010
2093,73,10207,1,0,0,0,0,7,5,2,0,4,1957,1026,3,1,0,0,0,0,1,2000,0,2008
2094,66,7630,1,0,0,0,0,4,5,2,0,6,1968,972,3,1,0,0,0,0,1,1555,0,2008
2095,60,7000,1,0,0,0,0,4,7,2,0,5,1995,1136,3,1,0,0,0,0,1,1752,0,2008
2096,75,12438,1,0,0,0,0,6,6,1,1,5,1984,2077,2,1,0,0,0,0,1,912,0,2006
2097,,10448,1,0,0,0,0,3,8,2,1,6,1979,780,3,1,0,0,0,0,1,1277,0,2007
2098,49,10159,0,0,0,1,0,9,5,2,0,7,1950,1845,2,1,0,0,0,0,1,2262,0,2007
2099,,9600,1,0,0,0,0,6,6,2,1,7,1950,861,1,1,0,0,0,0,1,1336,0,2007
2100,60,9525,0,1,0,0,0,8,4,2,0,8,1913,1947,3,1,0,0,0,0,1,816,0,2007
2101,104,17920,1,0,0,0,0,7,8,2,0,7,1931,1090,3,1,0,0,0,0,1,1118,0,2010
2102,60,14191,1,0,0,0,0,9,5,2,0,6,1952,1040,3,1,0,0,0,0,1,2097,0,2010
2103,60,11924,1,0,0,0,0,8,5,2,0,9,1978,1202,3,1,0,0,0,0,1,1301,0,2010
2104,69,8125,1,0,0,0,0,7,5,2,1,5,1988,560,2,1,0,0,0,0,1,2121,0,2009
2105,21,8600,1,0,0,0,0,5,5,2,0,8,1945,1127,3,1,0,0,0,0,1,1344,0,2010
2106,,11317,1,0,0,0,0,6,8,2,0,6,1999,1362,3,1,0,0,0,0,1,1253,0,2009
2107,70,7879,0,0,0,0,1,6,7,1,0,10,2002,680,3,1,0,0,0,0,1,899,0,2007
2108,67,9416,1,0,0,0,0,7,5,2,1,6,1977,1580,3,1,0,0,0,0,1,2353,0,2009
2109,84,11625,1,0,0,0,0,10,8,1,1,8,1960,636,3,1,0,0,0,0,1,1520,0,2006
2110,105,5684,1,0,0,0,0,7,5,2,0,8,1973,1141,2,1,0,0,0,0,1,1541,0,2009
2111,85,10624,1,0,0,0,0,6,7,1,1,7,2001,1516,3,1,0,0,0,0,1,1040,0,2010
2112,100,5330,1,0,0,0,0,5,5,2,1,8,2005,1140,4,1,0,0,0,0,1,1054,0,2010
2113,50,7060,1,0,0,0,0,7,6,2,0,7,2003,948,3,1,0,0,0,0,1,1947,0,2008
2114,65,10200,1,0,0,0,0,5,5,2,1,4,2000,1358,2,1,0,0,0,0,1,987,0,2006
2115,69,12144,1,0,0,0,0,7,5,2,0,5,2003,650,3,1,0,0,0,0,1,1768,0,2008
2116,96,11600,1,0,0,0,0,6,4,1,1,6,1948,1203,2,1,0,0,0,0,1,1214,0,2009
2117,78,13360,1,0,0,0,0,9,5,2,0,8,1940,1930,2,1,0,0,0,0,1,1680,0,2006
2118,,7000,1,0,0,0,0,5,4,1,1,6,1924,1626,3,1,0,0,0,0,1,1148,0,2008
2119,,8480,1,0,0,0,0,5,5,2,1,8,1959,876,3,1,0,0,0,0,1,1968,0,2008
2120,21,4712,1,0,0,0,0,5,1,1,0,7,1923,768,3,1,0,0,0,0,1,1481,0,2008
2121,52,7875,1,0,0,0,0,4,5,1,0,4,1973,1003,4,1,0,0,0,0,1,912,0,2007
2122,85,8314,1,0,0,0,0,4,7,2,0,7,1950,864,2,1,0,0,0,0,1,1306,0,2009
2123,60,5232,1,0,0,0,0,8,5,1,1,7,1945,1694,2,1,0,0,0,0,1,1428,0,2009
2124,69,14006,1,0,0,0,0,6,7,2,1,5,1976,440,3,1,0,0,0,0,1,955,0,2008
2125,34,10500,1,0,0,0,0,6,5,1,0,7,1977,712,3,1,0,0,0,0,1,864,0,2007
2126,38,3230,1,0,0,0,0,5,5,2,0,5,1999,783,2,1,0,0,0,1,0,1097,0,2010
2127,60,8430,1,0,0,0,0,7,5,1,1,9,1971,798,3,1,0,0,0,0,1,3194,0,2008
2128,68,1920,1,0,0,0,0,8,5,1,1,7,1995,560,3,1,0,0,0,0,1,990,0,2006
2129,75,8800,1,0,0,0,0,5,6,1,1,6,1955,1090,3,1,0,0,0,0,1,1063,0,2008
2130,55,10594,1,0,0,0,0,6,7,1,0,5,1915,0,2,1,0,0,0,0,1,1253,0,2009
2131,41,8990,1,0,0,0,0,5,5,1,1,6,1957,747,3,1,0,0,0,0,1,1788,0,2008
2132,60,12168,1,0,0,0,0,6,5,1,0,6,1977,1064,3,1,0,0,0,0,1,1098,0,2006
2133,66,11885,1,0,0,0,0,7,5,2,0,8,1941,1117,2,1,0,0,0,0,1,1358,0,2007
2134,50,6402,1,0,0,0,0,5,5,1,0,6,1993,530,3,1,0,0,0,0,1,2223,0,2009
2135,21,9490,1,0,0,0,0,7,5,2,0,7,1980,1040,3,1,0,0,0,0,1,3228,0,2009
2136,51,6960,1,0,0,0,0,7,5,1,0,6,1993,1304,4,1,0,0,0,0,1,1337,0,2007
2137,100,7820,1,0,0,0,0,10,8,1,0,7,1950,876,3,1,0,0,0,0,1,1572,0,2008
2138,75,8100,1,0,0,0,0,6,7,1,0,11,1935,1086,2,1,0,0,0,0,1,2034,0,2007
2139,,6930,1,0,0,0,0,5,7,2,0,8,1966,864,4,1,0,0,0,1,0,1067,0,2007
2140,71,7000,1,0,0,0,0,5,6,2,0,6,1925,1039,3,1,0,0,0,0,1,1092,0,2006
2141,80,10000,1,0,0,0,0,8,7,2,1,5,1998,1063,3,1,0,0,0,0,1,1385,0,2009
2142,21,8160,1,0,0,0,0,6,5,2,0,5,1983,715,3,1,0,0,0,0,1,996,0,2007
2143,80,7060,1,0,0,0,0,6,6,1,0,7,1998,458,3,1,0,0,0,0,1,1922,0,2010
2144,73,13101,1,0,0,0,0,10,6,1,1,6,1980,1143,4,1,0,0,0,0,1,1344,0,2009
2145,36,11639,1,0,0,0,0,4,5,2,1,7,1997,876,4,1,0,0,0,0,1,2119,0,2008
2146,63,4426,0,0,1,0,0,6,5,1,0,7,1967,1389,2,1,0,0,0,0,1,1800,0,2007
2147,60,5119,1,0,0,0,0,5,5,2,1,5,2006,1541,3,1,0,0,0,0,1,1776,0,2009
2148,60,10335,1,0,0,0,0,7,7,2,0,6,1987,965,3,1,0,0,0,1,0,1886,0,2008
2149,,17423,1,0,0,0,0,8,4,1,1,6,1954,1064,4,1,0,0,0,0,1,1724,0,2007
2150,50,15611,1,0,0,0,0,4,5,1,1,5,1910,1842,2,1,0,0,0,0,1,2945,0,2009
2151,63,2001,1,0,0,0,0,7,5,1,1,6,1935,680,2,1,0,0,0,0,1,1212,0,2006
2152,66,11040,1,0,0,0,0,4,6,2,0,5,2007,0,2,1,0,0,0,0,1,1414,0,2009
2153,,11841,1,0,0,0,0,6,5,2,0,6,1988,1041,4,1,0,0,0,0,1,1314,0,2007
2154,69,159000,1,0,0,0,0,6,5,2,0,8,2003,1164,3,1,0,0,0,0,1,1167,0,2006
2155,69,7438,1,0,0,0,0,5,5,2,0,7,1991,1930,2,1,0,0,0,0,1,1855,0,2010
2156,,10106,1,0,0,0,0,4,5,2,1,5,1954,672,5,1,0,0,0,0,1,2030,0,2006
2157,86,8100,0,0,1,0,0,5,6,2,0,4,1997,1140,2,1,0,0,0,0,1,1381,0,2007
2158,,11606,0,1,0,0,0,6,6,2,0,8,1958,980,3,1,0,0,0,0,1,3112,0,2007
2159,80,13360,1,0,0,0,0,7,6,2,0,8,1968,1145,2,1,0,0,0,0,1,1097,0,2009
2160,70,2280,1,0,0,0,0,7,5,2,0,5,2007,440,2,1,0,0,0,0,1,1468,0,2009
2161,102,8750,1,0,0,0,0,9,7,1,0,8,1979,1107,3,1,0,0,0,0,1,1098,0,2008
2162,86,9800,1,0,0,0,0,8,5,2,1,4,1882,941,4,1,0,0,0,0,1,1111,0,2010
2163,,8125,1,0,0,0,0,6,5,2,0,5,2009,0,3,1,0,0,0,0,1,1340,0,2007
2164,97,115149,1,0,0,0,0,5,5,2,0,7,2004,1698,4,1,0,0,0,0,1,1440,0,2008
2165,72,14230,1,0,0,0,0,5,7,1,0,6,1947,836,3,1,0,0,0,0,1,1668,0,2007
2166,,11248,1,0,0,0,0,5,5,2,1,8,2006,770,2,1,0,0,0,0,1,1279,0,2007
2167,78,11250,0,0,1,0,0,7,6,2,1,6,1929,802,3,1,0,0,0,0,1,1392,0,2009
2168,30,13560,1,0,0,0,0,5,6,2,1,6,2005,872,2,1,0,0,0,0,1,901,0,2006
2169,60,2448,1,0,0,0,0,7,5,3,0,5,1976,992,2,1,0,0,0,0,1,2353,0,2006
2170,66,5720,0,0,0,1,0,6,6,2,0,9,1940,1489,3,1,0,0,0,0,1,1692,0,2008
2171,,32668,1,0,0,0,0,6,5,2,1,6,1959,770,4,1,0,0,0,0,1,1391,0,2009
2172,,6120,1,0,0,0,0,6,6,1,1,7,1885,2330,2,1,0,0,0,1,0,894,0,2007
2173,86,7800,0,0,0,0,1,6,6,3,0,6,1995,756,4,1,0,0,0,0,1,1593,0,2006
2174,57,5350,1,0,0,0,0,6,7,2,0,8,1979,1479,3,1,0,0,0,1,0,912,0,2006
2175,60,11049,1,0,0,0,0,4,6,1,0,6,1988,702,3,1,0,0,0,0,1,2296,0,2008
2176,71,8892,0,0,0,0,1,7,3,2,1,6,2000,1218,3,1,0,0,0,0,1,1200,0,2010
2177,48,14803,1,0,0,0,0,6,8,1,1,6,1936,1424,3,1,0,0,0,0,1,2046,0,2010
2178,75,10125,1,0,0,0,0,7,5,1,1,7,1972,799,1,1,0,0,0,0,1,1664,0,2010
2179,40,6240,0,1,0,0,0,6,6,1,0,8,1940,990,5,1,0,0,0,1,0,3395,0,2009
2180,,13400,1,0,0,0,0,5,6,2,1,8,1954,728,3,1,0,0,0,0,1,1057,0,2006
2181,,10463,1,0,0,0,0,6,7,2,0,4,1995,1120,2,1,0,0,0,0,1,1128,0,2008
2182,50,14364,1,0,0,0,0,4,6,1,0,6,2007,806,3,1,0,0,0,0,1,2380,0,2008
2183,59,5604,1,0,0,0,0,6,6,1,0,7,2002,637,3,1,0,0,0,0,1,1792,0,2009
2184,85,9084,1,0,0,0,0,5,5,1,1,7,2006,1200,3,1,0,0,0,0,1,1301,0,2006
2185,84,25419,1,0,0,0,0,8,5,2,0,5,1916,1626,2,1,0,0,0,0,1,1922,0,2007
2186,98,16059,1,0,0,0,0,5,5,2,1,6,1960,793,3,1,0,0,0,0,1,1992,0,2009
2187,77,3182,1,0,0,0,0,7,5,1,1,6,1996,0,2,1,0,0,0,0,1,1034,0,2007
2188,70,7056,1,0,0,0,0,4,5,2,0,5,1971,864,3,1,0,0,0,0,1,886,0,2009
2189,79,10500,0,0,0,0,1,7,5,1,0,6,1959,1766,3,1,0,0,0,0,1,1268,0,2007
2190,80,13500,1,0,0,0,0,6,5,1,1,7,1954,1709,2,1,0,0,0,0,1,924,0,2009
2191,,11846,1,0,0,0,0,5,5,2,0,7,1953,1489,3,1,0,0,0,0,1,1557,0,2009
2192,75,10200,0,0,1,0,0,6,2,1,0,9,1999,372,2,1,0,0,0,0,1,1328,0,2009
2193,60,10530,1,0,0,0,0,4,6,2,1,8,2003,1062,2,1,0,0,0,0,1,1728,0,2009
2194,66,2289,1,0,0,0,0,7,4,2,1,4,2008,955,2,1,0,0,0,0,1,3194,0,2009
2195,80,8244,1,0,0,0,0,4,6,2,1,7,1958,1086,3,1,0,0,0,0,1,1744,0,2008
2196,68,9084,1,0,0,0,0,5,8,2,1,7,2004,530,3,1,0,0,0,0,1,1915,0,2008
2197,110,10142,1,0,0,0,0,5,6,1,0,5,1998,912,2,1,0,0,0,0,1,1961,0,2008
2198,60,4426,0,0,0,0,1,8,5,1,0,7,1966,1144,2,1,0,0,0,0,1,1392,0,2007
2199,63,12220,1,0,0,0,0,7,4,1,1,6,1936,2216,3,1,0,0,0,0,1,1947,0,2007
2200,86,10562,1,0,0,0,0,7,8,1,1,9,1908,944,4,1,0,0,0,0,1,1734,0,2008
2201,,12122,0,0,0,1,0,6,5,1,1,7,2006,768,3,1,0,0,0,0,1,1114,0,2007
2202,70,9490,1,0,0,0,0,5,5,2,1,6,1981,1204,2,1,0,0,0,0,1,1526,0,2008
2203,75,9150,1,0,0,0,0,7,7,2,1,5,1937,1842,3,1,0,0,0,0,1,1218,0,2007
2204,75,70761,1,0,0,0,0,7,5,1,1,8,1999,1024,3,1,0,0,0,0,1,1689,0,2009
2205,65,6768,1,0,0,0,0,6,5,1,0,5,1916,1337,2,1,0,0,0,0,1,1440,0,2006
2206,34,9000,1,0,0,0,0,5,5,3,0,8,2004,768,3,1,0,0,0,0,1,1382,0,2006
2207,75,22420,1,0,0,0,0,6,5,1,1,4,1971,440,2,1,0,0,0,0,1,1164,0,2006
2208,38,8777,0,0,1,0,0,6,6,1,1,9,1956,576,4,1,0,0,0,1,0,1277,0,2009
2209,72,13286,1,0,0,0,0,8,7,2,0,4,2009,0,2,1,0,0,0,0,1,2504,0,2008
2210,80,7259,0,1,0,0,0,6,6,2,0,7,1919,1616,4,1,0,0,0,0,1,1616,0,2007
2211,85,6900,1,0,0,0,0,7,5,2,0,7,2003,776,5,1,0,0,0,0,1,1950,0,2010
2212,,10237,1,0,0,0,0,5,5,1,0,5,1926,1032,3,1,0,0,0,1,0,1004,0,2008
2213,80,3378,1,0,0,0,0,5,5,1,0,6,2003,784,4,1,0,0,0,0,1,1056,0,2006
2214,90,3675,1,0,0,0,0,8,5,1,0,4,1966,910,2,1,0,0,0,0,1,864,0,2008
2215,80,9790,1,0,0,0,0,5,5,2,0,7,1968,1157,4,1,0,0,0,0,1,1442,0,2006
2216,50,9196,1,0,0,0,0,5,8,1,0,4,1950,864,3,1,0,0,0,0,1,1391,0,2006
2217,96,5389,1,0,0,0,0,8,7,1,1,7,1939,1144,3,1,0,0,0,0,1,1375,0,2010
2218,60,7200,0,1,0,0,0,5,5,2,0,6,1990,1165,3,1,0,0,0,0,1,1121,0,2008
2219,70,8450,1,0,0,0,0,5,6,1,0,7,1967,1264,4,0,1,0,0,0,1,1632,0,2007
2220,60,8248,1,0,0,0,0,6,5,1,0,7,1972,876,3,1,0,0,0,0,1,2296,0,2009
2221,,7560,0,0,0,0,1,7,5,1,1,8,1950,768,4,1,0,0,0,0,1,1176,0,2008
2222,,5784,1,0,0,0,0,5,7,2,0,6,1995,1158,4,1,0,0,0,0,1,747,0,2009
2223,,12220,1,0,0,0,0,9,6,2,1,5,2009,1030,4,1,0,0,0,0,1,1779,0,2008
2224,60,3182,1,0,0,0,0,9,8,2,0,5,1993,836,3,1,0,0,0,0,1,672,0,2006
2225,85,2308,0,0,0,0,1,5,5,2,0,4,2004,768,2,1,0,0,0,0,1,1640,0,2007
2226,70,6240,1,0,0,0,0,5,5,1,0,5,1971,684,1,1,0,0,0,0,1,1593,0,2006
2227,174,7500,1,0,0,0,0,6,5,2,1,5,1945,1375,3,1,0,0,0,0,1,2713,0,2006
2228,95,4282,0,0,0,1,0,6,5,2,1,7,1959,715,2,1,0,0,0,0,1,1520,0,2010
2229,96,1596,0,0,0,0,1,6,5,1,1,6,2005,1629,3,1,0,0,0,0,1,1092,0,2007
2230,74,4426,0,0,0,0,1,4,8,2,1,9,2009,912,3,1,0,0,0,0,1,1588,0,2009
2231,76,10142,1,0,0,0,0,7,5,2,1,5,2004,608,3,1,0,0,0,0,1,2398,0,2008
2232,,16659,1,0,0,0,0,5,8,2,0,10,2007,384,3,1,0,0,0,0,1,1416,0,2007
2233,60,9800,1,0,0,0,0,7,7,1,0,6,1966,700,2,1,0,0,0,0,1,784,0,2009
